county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
Riverside,La Quinta,1/1/1993,"15,084","7,975","7,226",499,250,"5,214",34.62%
Riverside,La Quinta,1/1/1994,"15,913","8,242","7,484",506,252,"5,499",33.28%
Riverside,La Quinta,1/1/1995,"16,588","8,612","7,846",513,253,"5,847",32.11%
Riverside,La Quinta,1/1/1996,"17,402","8,982","8,208",520,254,"6,196",31.02%
Riverside,La Quinta,1/1/1997,"18,573","9,489","8,617",617,255,"6,628",30.15%
Riverside,La Quinta,1/1/1998,"19,534","9,894","8,888",750,256,"6,997",29.28%
Riverside,La Quinta,1/1/1999,"20,827","10,456","9,441",757,258,"7,464",28.62%
Riverside,La Quinta,1/1/2000,"23,088","11,514","10,491",764,259,"8,232",28.50%
Riverside,Moreno Valley,4/1/1990,"118,779","37,945","31,941","4,803","1,201","34,965",7.85%
Riverside,Moreno Valley,1/1/1991,"125,788","39,936","33,591","5,159","1,186","36,878",7.66%
Riverside,Moreno Valley,1/1/1992,"129,968","40,258","33,861","5,222","1,175","37,280",7.40%
Riverside,Moreno Valley,1/1/1993,"131,548","40,601","34,272","5,171","1,158","37,701",7.14%
Riverside,Moreno Valley,1/1/1994,"132,821","40,642","34,381","5,121","1,140","37,845",6.88%
Riverside,Moreno Valley,1/1/1995,"132,669","40,757","34,566","5,065","1,126","38,054",6.63%
Riverside,Moreno Valley,1/1/1996,"134,215","40,884","34,762","5,015","1,107","38,276",6.38%
Riverside,Moreno Valley,1/1/1997,"136,323","40,990","34,912","4,989","1,089","38,479",6.13%
Riverside,Moreno Valley,1/1/1998,"137,962","41,032","35,019","4,938","1,075","38,621",5.88%
Riverside,Moreno Valley,1/1/1999,"140,457","41,312","35,261","4,994","1,057","38,984",5.64%
Riverside,Moreno Valley,1/1/2000,"142,161","41,415","35,430","4,942","1,043","39,183",5.39%
Riverside,Murrieta,4/1/1990,0,0,0,0,0,0,0.00%
Riverside,Murrieta,1/1/1991,0,0,0,0,0,0,0.00%
Riverside,Murrieta,1/1/1992,"24,334","9,712","7,768","1,292",652,"7,538",22.38%
Riverside,Murrieta,1/1/1993,"27,901","10,357","8,039","1,677",641,"8,370",19.19%
Riverside,Murrieta,1/1/1994,"30,286","10,740","8,451","1,665",624,"9,016",16.05%
Riverside,Murrieta,1/1/1995,"32,595","11,313","9,051","1,653",609,"9,797",13.40%
Riverside,Murrieta,1/1/1996,"34,589","11,964","9,731","1,641",592,"10,632",11.13%
Riverside,Murrieta,1/1/1997,"36,842","12,642","10,432","1,629",581,"11,487",9.14%
Riverside,Murrieta,1/1/1998,"38,959","13,287","11,105","1,618",564,"12,319",7.29%
Riverside,Murrieta,1/1/1999,"41,646","14,106","11,942","1,606",558,"13,274",5.90%
Riverside,Murrieta,1/1/2000,"43,902","14,793","12,580","1,672",541,"14,136",4.44%
Riverside,Norco,4/1/1990,"23,302","5,785","5,538",194,53,"5,592",3.34%
Riverside,Norco,1/1/1991,"23,218","5,859","5,613",188,58,"5,669",3.24%
Riverside,Norco,1/1/1992,"23,275","5,920","5,674",181,65,"5,734",3.14%
Riverside,Norco,1/1/1993,"23,454","5,928","5,712",174,42,"5,749",3.02%
Riverside,Norco,1/1/1994,"23,718","5,944","5,730",166,48,"5,771",2.91%
Riverside,Norco,1/1/1995,"23,480","5,984","5,774",155,55,"5,816",2.81%
Riverside,Norco,1/1/1996,"23,511","6,017","5,818",137,62,"5,855",2.69%
Riverside,Norco,1/1/1997,"23,619","6,062","5,864",129,69,"5,906",2.57%
Riverside,Norco,1/1/1998,"24,098","6,153","5,914",163,76,"6,000",2.49%
Riverside,Norco,1/1/1999,"23,988","6,169","5,932",155,82,"6,023",2.37%
Riverside,Norco,1/1/2000,"24,156","6,236","5,999",148,89,"6,095",2.26%
Riverside,Palm Desert,4/1/1990,"23,252","18,248","12,053","5,016","1,179","10,595",41.94%
Riverside,Palm Desert,1/1/1991,"23,880","18,532","12,320","5,026","1,186","11,027",40.50%
Riverside,Palm Desert,1/1/1992,"25,035","18,611","12,429","4,994","1,188","11,427",38.60%
Riverside,Palm Desert,1/1/1993,"26,978","20,216","13,876","5,152","1,188","12,449",38.42%
Riverside,Palm Desert,1/1/1994,"28,108","20,613","14,252","5,173","1,188","13,029",36.79%
Riverside,Palm Desert,1/1/1995,"34,487","25,705","18,169","6,336","1,200","16,037",37.61%
Riverside,Palm Desert,1/1/1996,"35,504","26,017","18,487","6,330","1,200","16,564",36.33%
Riverside,Palm Desert,1/1/1997,"36,767","26,381","18,891","6,291","1,199","17,120",35.10%
Riverside,Palm Desert,1/1/1998,"37,815","26,649","19,189","6,262","1,198","17,623",33.87%
Riverside,Palm Desert,1/1/1999,"39,424","27,325","19,909","6,218","1,198","18,354",32.83%
Riverside,Palm Desert,1/1/2000,"40,957","27,969","20,572","6,200","1,197","19,067",31.83%
Riverside,Palm Springs,4/1/1990,"40,144","30,490","16,016","12,192","2,282","18,606",38.98%
Riverside,Palm Springs,1/1/1991,"40,402","30,689","16,126","12,261","2,302","18,855",38.56%
Riverside,Palm Springs,1/1/1992,"41,123","30,825","16,304","12,227","2,294","19,109",38.01%
Riverside,Palm Springs,1/1/1993,"41,543","30,938","16,276","12,375","2,287","19,349",37.46%
Riverside,Palm Springs,1/1/1994,"41,465","30,864","16,250","12,334","2,280","19,473",36.91%
Riverside,Palm Springs,1/1/1995,"41,058","30,881","16,221","12,387","2,273","19,656",36.35%
Riverside,Palm Springs,1/1/1996,"41,341","30,898","16,188","12,444","2,266","19,836",35.80%
Riverside,Palm Springs,1/1/1997,"41,715","30,841","16,180","12,403","2,258","19,972",35.24%
Riverside,Palm Springs,1/1/1998,"42,055","30,818","16,210","12,357","2,251","20,129",34.68%
Riverside,Palm Springs,1/1/1999,"42,392","30,778","16,219","12,315","2,244","20,275",34.13%
Riverside,Palm Springs,1/1/2000,"42,748","30,800","16,237","12,326","2,237","20,460",33.57%
Riverside,Perris,4/1/1990,"21,500","7,780","4,751","1,315","1,713","6,742",13.34%
Riverside,Perris,1/1/1991,"24,241","8,516","5,429","1,314","1,773","7,431",12.74%
Riverside,Perris,1/1/1992,"27,556","9,223","5,966","1,490","1,767","8,112",12.05%
Riverside,Perris,1/1/1993,"29,456","9,636","6,336","1,541","1,759","8,537",11.41%
Riverside,Perris,1/1/1994,"31,113","9,959","6,670","1,535","1,754","8,888",10.75%
Riverside,Perris,1/1/1995,"32,131","9,999","6,720","1,528","1,751","8,994",10.05%
Riverside,Perris,1/1/1996,"32,723","10,021","6,765","1,517","1,739","9,085",9.34%
Riverside,Perris,1/1/1997,"33,149","10,121","6,884","1,509","1,728","9,043",10.65%
Riverside,Perris,1/1/1998,"34,019","10,215","6,991","1,502","1,722","9,195",9.99%
Riverside,Perris,1/1/1999,"35,015","10,332","7,128","1,494","1,710","9,372",9.29%
Riverside,Perris,1/1/2000,"36,063","10,483","7,297","1,487","1,699","9,573",8.68%
Riverside,Rancho Mirage,4/1/1990,"9,778","9,360","6,871","1,403","1,086","4,833",48.37%
Riverside,Rancho Mirage,1/1/1991,"10,040","9,533","6,945","1,433","1,155","4,975",47.81%
Riverside,Rancho Mirage,1/1/1992,"10,527","9,758","7,070","1,441","1,247","5,163",47.09%
Riverside,Rancho Mirage,1/1/1993,"10,773","9,947","7,129","1,480","1,338","5,331",46.41%
Riverside,Rancho Mirage,1/1/1994,"10,995","10,068","7,140","1,498","1,430","5,464",45.73%
Riverside,Rancho Mirage,1/1/1995,"11,078","10,247","7,191","1,534","1,522","5,629",45.07%
Riverside,Rancho Mirage,1/1/1996,"11,298","10,403","7,222","1,567","1,614","5,780",44.44%
Riverside,Rancho Mirage,1/1/1997,"11,643","10,624","7,311","1,607","1,706","5,965",43.85%
Riverside,Rancho Mirage,1/1/1998,"12,015","10,900","7,456","1,647","1,797","6,180",43.30%
Riverside,Rancho Mirage,1/1/1999,"12,559","11,299","7,727","1,690","1,882","6,457",42.85%
Riverside,Rancho Mirage,1/1/2000,"13,160","11,739","8,012","1,753","1,974","6,755",42.46%
Riverside,Riverside,4/1/1990,"226,546","80,260","53,688","24,471","2,102","75,482",5.95%
Riverside,Riverside,1/1/1991,"227,496","80,784","54,238","24,426","2,120","76,061",5.85%
Riverside,Riverside,1/1/1992,"233,555","81,688","54,806","24,739","2,143","77,026",5.71%
Riverside,Riverside,1/1/1993,"236,452","82,367","55,360","24,840","2,167","77,779",5.57%
Riverside,Riverside,1/1/1994,"238,112","82,833","55,881","24,762","2,190","78,335",5.43%
Riverside,Riverside,1/1/1995,"239,066","83,144","56,234","24,671","2,239","78,740",5.30%
Riverside,Riverside,1/1/1996,"240,629","83,294","56,516","24,516","2,262","78,996",5.16%
Riverside,Riverside,1/1/1997,"243,352","83,593","56,772","24,535","2,286","79,392",5.03%
Riverside,Riverside,1/1/1998,"246,469","84,036","57,137","24,590","2,309","79,923",4.89%
Riverside,Riverside,1/1/1999,"250,385","84,811","57,693","24,785","2,333","80,767",4.77%
Riverside,Riverside,1/1/2000,"254,212","85,652","58,333","24,963","2,356","81,673",4.65%
Riverside,San Jacinto,4/1/1990,"16,210","6,845","3,603","1,073","2,169","6,022",12.02%
Riverside,San Jacinto,1/1/1991,"17,492","7,349","4,085","1,077","2,187","6,463",12.06%
Riverside,San Jacinto,1/1/1992,"20,093","7,860","4,528","1,122","2,210","6,909",12.10%
Riverside,San Jacinto,1/1/1993,"21,106","8,227","4,812","1,181","2,234","7,229",12.13%
Riverside,San Jacinto,1/1/1994,"22,555","8,745","5,172","1,186","2,387","7,692",12.04%
Riverside,San Jacinto,1/1/1995,"22,296","8,799","5,175","1,193","2,431","7,735",12.09%
Riverside,San Jacinto,1/1/1996,"22,392","8,878","5,223","1,201","2,454","7,801",12.13%
Riverside,San Jacinto,1/1/1997,"22,582","8,954","5,258","1,205","2,491","7,864",12.17%
Riverside,San Jacinto,1/1/1998,"22,737","9,024","5,282","1,209","2,533","7,924",12.19%
Riverside,San Jacinto,1/1/1999,"22,970","9,134","5,365","1,213","2,556","8,017",12.23%
Riverside,San Jacinto,1/1/2000,"23,466","9,343","5,547","1,216","2,580","8,198",12.26%
Riverside,Temecula,4/1/1990,"27,099","10,659","7,314","3,070",275,"9,130",14.34%
Riverside,Temecula,1/1/1991,"27,416","10,779","7,437","3,064",278,"9,378",13.00%
Riverside,Temecula,1/1/1992,"31,622","11,844","8,382","3,179",283,"10,483",11.49%
Riverside,Temecula,1/1/1993,"34,137","12,261","8,738","3,236",287,"11,034",10.01%
Riverside,Temecula,1/1/1994,"36,953","13,085","9,565","3,228",292,"11,933",8.80%
Riverside,Temecula,1/1/1995,"40,775","14,192","10,676","3,220",296,"13,075",7.87%
Riverside,Temecula,1/1/1996,"43,601","15,044","11,531","3,212",301,"13,998",6.95%
Riverside,Temecula,1/1/1997,"46,091","15,690","12,181","3,204",305,"14,745",6.02%
Riverside,Temecula,1/1/1998,"48,817","16,450","12,944","3,196",310,"15,588",5.24%
Riverside,Temecula,1/1/1999,"51,568","17,195","13,685","3,196",314,"16,420",4.51%
Riverside,Temecula,1/1/2000,"56,607","18,744","14,716","3,708",320,"17,940",4.29%
Riverside,Incorporated,4/1/1990,"785,029","322,490","211,452","83,518","27,519","268,168",16.84%
Riverside,Incorporated,1/1/1991,"830,640","340,158","225,700","85,477","28,981","284,571",16.34%
Riverside,Incorporated,1/1/1992,"909,388","362,307","241,154","90,232","30,921","304,539",15.94%
Riverside,Incorporated,1/1/1993,"936,609","370,196","247,003","92,084","31,109","312,363",15.62%
Riverside,Incorporated,1/1/1994,"956,722","375,341","252,055","91,823","31,463","318,454",15.16%
Riverside,Incorporated,1/1/1995,"980,004","384,930","260,560","92,813","31,557","326,770",15.11%
Riverside,Incorporated,1/1/1996,"1,000,749","390,209","265,725","92,586","31,898","332,849",14.70%
Riverside,Incorporated,1/1/1997,"1,026,943","396,410","271,415","92,608","32,387","339,511",14.35%
Riverside,Incorporated,1/1/1998,"1,053,970","404,290","276,907","92,568","34,815","347,866",13.96%
Riverside,Incorporated,1/1/1999,"1,085,802","413,494","284,718","92,885","35,891","357,256",13.60%
Riverside,Incorporated,1/1/2000,"1,117,163","422,611","292,461","94,091","36,059","366,278",13.33%
Riverside,Balance of County,4/1/1990,"385,384","161,357","101,515","12,801","47,042","133,899",17.02%
Riverside,Balance of County,1/1/1991,"390,617","160,700","100,703","13,053","46,944","133,529",16.91%
Riverside,Balance of County,1/1/1992,"366,096","150,523","93,030","11,291","46,202","125,882",16.37%
Riverside,Balance of County,1/1/1993,"375,732","152,262","94,023","11,187","47,052","128,150",15.84%
Riverside,Balance of County,1/1/1994,"383,492","154,917","96,111","11,050","47,756","130,578",15.71%
Riverside,Balance of County,1/1/1995,"385,452","152,693","94,394","9,771","48,528","130,649",14.44%
Riverside,Balance of County,1/1/1996,"391,095","153,989","95,583","9,738","48,668","131,969",14.30%
Riverside,Balance of County,1/1/1997,"393,630","154,730","96,681","9,449","48,600","131,802",14.82%
Riverside,Balance of County,1/1/1998,"397,401","154,197","98,093","9,313","46,791","131,619",14.64%
Riverside,Balance of County,1/1/1999,"404,672","154,598","99,508","8,896","46,194","132,993",13.97%
Riverside,Balance of County,1/1/2000,"417,962","158,478","103,117","8,827","46,534","136,504",13.87%
Riverside,County Total,4/1/1990,"1,170,413","483,847","312,967","96,319","74,561","402,067",16.90%
Riverside,County Total,1/1/1991,"1,221,257","500,858","326,403","98,530","75,925","418,100",16.52%
Riverside,County Total,1/1/1992,"1,275,484","512,830","334,184","101,523","77,123","430,421",16.07%
Riverside,County Total,1/1/1993,"1,312,341","522,458","341,026","103,271","78,161","440,513",15.68%
Riverside,County Total,1/1/1994,"1,340,214","530,258","348,166","102,873","79,219","449,032",15.32%
Riverside,County Total,1/1/1995,"1,365,456","537,623","354,954","102,584","80,085","457,419",14.92%
Riverside,County Total,1/1/1996,"1,391,844","544,198","361,308","102,324","80,566","464,818",14.59%
Riverside,County Total,1/1/1997,"1,420,573","551,140","368,096","102,057","80,987","471,313",14.48%
Riverside,County Total,1/1/1998,"1,451,371","558,487","375,000","101,881","81,606","479,485",14.15%
Riverside,County Total,1/1/1999,"1,490,474","568,092","384,226","101,781","82,085","490,249",13.70%
Riverside,County Total,1/1/2000,"1,535,125","581,089","395,578","102,918","82,593","502,782",13.48%
Sacramento,Citrus Heights,4/1/1990,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1991,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1992,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1993,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1994,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1995,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1996,0,0,0,0,0,0,0.00%
Sacramento,Citrus Heights,1/1/1997,"83,215","34,537","22,669","10,004","1,864","33,015",4.41%
Sacramento,Citrus Heights,1/1/1998,"81,943","34,554","22,681","10,005","1,868","33,068",4.30%
Sacramento,Citrus Heights,1/1/1999,"84,060","34,747","22,829","10,046","1,872","33,289",4.20%
Sacramento,Citrus Heights,1/1/2000,"84,942","34,823","22,850","10,096","1,877","33,398",4.09%
Sacramento,Folsom,4/1/1990,"29,802","9,418","6,906","1,626",886,"8,757",7.02%
Sacramento,Folsom,1/1/1991,"33,112","10,249","7,732","1,633",884,"9,567",6.65%
Sacramento,Folsom,1/1/1992,"35,837","11,278","8,025","2,371",882,"10,573",6.25%
Sacramento,Folsom,1/1/1993,"37,396","11,803","8,563","2,363",877,"11,109",5.88%
Sacramento,Folsom,1/1/1994,"38,553","12,375","9,146","2,355",874,"11,690",5.54%
Sacramento,Folsom,1/1/1995,"38,859","12,964","9,747","2,345",872,"12,286",5.23%
Sacramento,Folsom,1/1/1996,"40,284","13,552","10,347","2,335",870,"12,883",4.94%
Sacramento,Folsom,1/1/1997,"41,877","14,210","11,018","2,325",867,"13,543",4.69%
Sacramento,Folsom,1/1/1998,"43,388","14,976","11,796","2,315",865,"14,304",4.49%
Sacramento,Folsom,1/1/1999,"46,553","15,993","12,683","2,446",864,"15,298",4.35%
Sacramento,Folsom,1/1/2000,"50,943","17,610","13,804","2,944",862,"16,851",4.31%
Sacramento,Galt,4/1/1990,"8,889","3,073","2,162",550,361,"2,910",5.30%
Sacramento,Galt,1/1/1991,"9,550","3,415","2,484",557,374,"3,241",5.10%
Sacramento,Galt,1/1/1992,"11,125","3,853","2,898",574,381,"3,665",4.88%
Sacramento,Galt,1/1/1993,"13,043","4,435","3,482",573,380,"4,225",4.74%
Sacramento,Galt,1/1/1994,"14,124","4,739","3,789",571,379,"4,522",4.58%
Sacramento,Galt,1/1/1995,"15,373","5,183","4,181",624,378,"4,951",4.48%
Sacramento,Galt,1/1/1996,"16,100","5,405","4,336",692,377,"5,170",4.35%
Sacramento,Galt,1/1/1997,"16,748","5,551","4,484",691,376,"5,318",4.20%
Sacramento,Galt,1/1/1998,"17,310","5,769","4,707",688,374,"5,533",4.09%
Sacramento,Galt,1/1/1999,"18,215","5,911","4,852",686,373,"5,678",3.94%
Sacramento,Galt,1/1/2000,"19,304","6,167","5,112",683,372,"5,929",3.86%
Sacramento,Isleton,4/1/1990,833,352,232,74,46,328,6.82%
Sacramento,Isleton,1/1/1991,845,356,233,77,46,331,7.02%
Sacramento,Isleton,1/1/1992,836,354,230,78,46,327,7.63%
Sacramento,Isleton,1/1/1993,847,360,232,82,46,331,8.06%
Sacramento,Isleton,1/1/1994,836,364,231,87,46,333,8.52%
Sacramento,Isleton,1/1/1995,816,368,231,91,46,336,8.70%
Sacramento,Isleton,1/1/1996,812,371,229,95,47,337,9.16%
Sacramento,Isleton,1/1/1997,816,374,227,100,47,338,9.63%
Sacramento,Isleton,1/1/1998,803,377,226,104,47,340,9.81%
Sacramento,Isleton,1/1/1999,820,380,225,108,47,341,10.26%
Sacramento,Isleton,1/1/2000,829,383,224,112,47,343,10.44%
Sacramento,Sacramento,4/1/1990,"369,365","153,362","98,221","51,786","3,355","144,444",5.81%
Sacramento,Sacramento,1/1/1991,"373,014","156,204","100,315","52,512","3,377","147,320",5.69%
Sacramento,Sacramento,1/1/1992,"380,586","158,148","101,860","52,883","3,405","149,418",5.52%
Sacramento,Sacramento,1/1/1993,"384,009","159,674","103,270","52,900","3,504","151,122",5.36%
Sacramento,Sacramento,1/1/1994,"386,258","161,252","104,409","53,308","3,535","152,865",5.20%
Sacramento,Sacramento,1/1/1995,"383,720","162,189","105,223","53,387","3,579","154,022",5.04%
Sacramento,Sacramento,1/1/1996,"384,090","163,059","105,993","53,458","3,608","155,108",4.88%
Sacramento,Sacramento,1/1/1997,"387,440","163,872","106,673","53,562","3,637","156,140",4.72%
Sacramento,Sacramento,1/1/1998,"401,411","162,087","105,777","52,704","3,606","152,051",6.19%
Sacramento,Sacramento,1/1/1999,"400,665","162,835","106,312","52,888","3,635","153,199",5.92%
Sacramento,Sacramento,1/1/2000,"406,397","163,679","107,015","53,000","3,664","154,255",5.76%
Sacramento,Incorporated,4/1/1990,"408,889","166,205","107,521","54,036","4,648","156,439",5.88%
Sacramento,Incorporated,1/1/1991,"416,521","170,224","110,764","54,779","4,681","160,459",5.74%
Sacramento,Incorporated,1/1/1992,"428,384","173,633","113,013","55,906","4,714","163,983",5.56%
Sacramento,Incorporated,1/1/1993,"435,295","176,272","115,547","55,918","4,807","166,787",5.38%
Sacramento,Incorporated,1/1/1994,"439,771","178,730","117,575","56,321","4,834","169,410",5.21%
Sacramento,Incorporated,1/1/1995,"438,768","180,704","119,382","56,447","4,875","171,595",5.04%
Sacramento,Incorporated,1/1/1996,"441,286","182,387","120,905","56,580","4,902","173,498",4.87%
Sacramento,Incorporated,1/1/1997,"530,096","218,544","145,071","66,682","6,791","208,354",4.66%
Sacramento,Incorporated,1/1/1998,"544,855","217,763","145,187","65,816","6,760","205,296",5.73%
Sacramento,Incorporated,1/1/1999,"550,313","219,866","146,901","66,174","6,791","207,805",5.49%
Sacramento,Incorporated,1/1/2000,"562,415","222,662","149,005","66,835","6,822","210,776",5.34%
Sacramento,Balance of County,4/1/1990,"632,330","251,369","171,223","69,877","10,269","238,091",5.28%
Sacramento,Balance of County,1/1/1991,"646,896","258,499","176,935","71,332","10,232","245,138",5.17%
Sacramento,Balance of County,1/1/1992,"659,968","262,179","179,920","71,994","10,265","248,934",5.05%
Sacramento,Balance of County,1/1/1993,"668,549","265,573","183,091","72,181","10,301","252,167",5.05%
Sacramento,Balance of County,1/1/1994,"673,990","268,491","185,669","72,399","10,423","254,570",5.18%
Sacramento,Balance of County,1/1/1995,"679,811","271,801","188,854","72,638","10,309","258,128",5.03%
Sacramento,Balance of County,1/1/1996,"686,414","274,380","191,461","72,577","10,342","260,975",4.89%
Sacramento,Balance of County,1/1/1997,"611,822","241,917","170,921","62,455","8,541","230,591",4.68%
Sacramento,Balance of County,1/1/1998,"612,585","244,367","173,254","62,495","8,618","233,335",4.51%
Sacramento,Balance of County,1/1/1999,"634,819","246,015","174,984","62,431","8,600","236,504",3.87%
Sacramento,Balance of County,1/1/2000,"654,804","250,486","178,786","63,066","8,634","241,064",3.76%
Sacramento,County Total,4/1/1990,"1,041,219","417,574","278,744","123,913","14,917","394,530",5.52%
Sacramento,County Total,1/1/1991,"1,063,417","428,723","287,699","126,111","14,913","405,597",5.39%
Sacramento,County Total,1/1/1992,"1,088,352","435,812","292,933","127,900","14,979","412,917",5.25%
Sacramento,County Total,1/1/1993,"1,103,844","441,845","298,638","128,099","15,108","418,954",5.18%
Sacramento,County Total,1/1/1994,"1,113,761","447,221","303,244","128,720","15,257","423,980",5.20%
